name,city,cuisine,rating,price_range,coordinates,phone,url,address,opening_hours
Marinara Pizza - Midtown East,new-york,"['Pizza', 'American', 'Italian']","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '36'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7565439, 'longitude': -73.9644294}",+19172612147,https://www.ubereats.com/new-york/food-delivery/marinara-pizza-midtown-east/n8bT4L_WRCKE59WcVISfSw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10022', 'addressCountry': 'US', 'streetAddress': '985 1st Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]"
Takeshi Sushi,new-york,"['Sushi', 'Asian', 'Japanese']","{'@type': 'AggregateRating', 'ratingValue': 4.2, 'reviewCount': '66'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.722985, 'longitude': -74.0046686}",+19176750771,https://www.ubereats.com/new-york/food-delivery/takeshi-sushi/ndq7QdkxTUOuBeLgTpHeQQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '28 Grand St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '16:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '15:30'}]"
Super Smash Burgers,new-york,"['Burgers', 'American', 'Sandwiches']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7080543, 'longitude': -74.0020789}",+12123852222,https://www.ubereats.com/new-york/food-delivery/super-smash-burgers/fkuQhak8QBiKwESraY_Abg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10038', 'addressCountry': 'US', 'streetAddress': '22 Peck Slip'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday'], 'opens': '11:0', 'closes': '23:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}]"
Skylight Diner,new-york,"['Diner', 'American', 'Comfort Food', 'Desserts']","{'@type': 'AggregateRating', 'ratingValue': 4.1, 'reviewCount': '61'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.753379, 'longitude': -73.996792}",+12122440395,https://www.ubereats.com/new-york/food-delivery/skylight-diner/Gta8H6LETF2kvWWUlOBRlw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '402 W 34th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '6:10', 'closes': '23:30'}]"
Gregorys Coffee (1407 Broadway),new-york,"['Coffee and Tea', 'Juice and Smoothies', 'Pastry', 'Breakfast and Brunch', 'Desserts']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.7533502, 'longitude': -73.98773030000001}",+16468959136,https://www.ubereats.com/new-york/food-delivery/gregorys-coffee-1407-broadway/f4bV74-SRSu0qdNTsxG-rg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10018', 'addressCountry': 'US', 'streetAddress': '1407 Broadway'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:0', 'closes': '16:0'}]"
Just Salad - Chelsea,new-york,"['Vegetarian', 'Vegan', 'Healthy']","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '42'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7414059, 'longitude': -74.0010933}",+12122441111,https://www.ubereats.com/new-york/food-delivery/just-salad-chelsea/6Yv5gr6wQxGHfV9q6iA4Cw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '140 8th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:30', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '20:0'}]"
NICE DAY CHINESE,new-york,"['Asian', 'Asian Fusion', 'Chinese', 'Chicken']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7261367, 'longitude': -74.00499409999999}",+19292263465,https://www.ubereats.com/new-york/food-delivery/nice-day-chinese/lArvhBwSRzeZBe3sZkpkeg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '30 Vandam St.'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '12:0', 'closes': '20:30'}]"
Ten-Twenty-Two - NYC,new-york,"['Seafood', 'American', 'Southern']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7357336, 'longitude': -73.9942513}",+16466785799,https://www.ubereats.com/new-york/food-delivery/ten-twenty-two-nyc/IsffuSYPRZq-0VEIx6vEXw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '74 5th Avenue'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '23:30', 'closes': '0:0'}]"
Dosa Dine,new-york,"['Indian', 'Indian Curry', 'Salads']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.724029, 'longitude': -73.9912894}",+19989968313,https://www.ubereats.com/new-york/food-delivery/dosa-dine/jvbxZXRfRcmV4nkezUihUg,"{'@type': 'PostalAddress', 'addressLocality': 'New York City', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '7 2nd Ave, Ground floor'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]"
Burger King (16 Beaver Street),new-york,"['American', 'burger', 'Fast Food']","{'@type': 'AggregateRating', 'ratingValue': 3.8, 'reviewCount': '10'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.70480209999999, 'longitude': -74.0125228}",+12124831051,https://www.ubereats.com/new-york/food-delivery/burger-king-16-beaver-street/5pINTOFMSz6v0BxQ5K02qw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10004', 'addressCountry': 'US', 'streetAddress': '16 Beaver Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:30', 'closes': '10:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:30', 'closes': '17:30'}]"
Contrair,new-york,"['American', 'Vegetarian', 'Vegetarian Friendly']",{},,"{'@type': 'GeoCoordinates', 'latitude': 40.7198925, 'longitude': -73.9890891}",+12124664633,https://www.ubereats.com/new-york/food-delivery/contrair/jCFtoZU0RhSnJ8cOFwm60Q,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:30', 'closes': '21:30'}]"
Ina Pinch Snack Bar,new-york,"['Bakery', 'Desserts', 'Coffee and Tea']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.751103, 'longitude': -74.004012}",+12122447000,https://www.ubereats.com/new-york/food-delivery/ina-pinch-snack-bar/SfJc84DyRUKU7ngUFdr8TQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '537 W 27th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '8:0', 'closes': '18:0'}]"
Koko Wings (East Village),new-york,"['Korean', 'Asian', 'Salads', 'Chicken', 'Family Meals']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '134'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7296859, 'longitude': -73.98347679999999}",+16468923152,https://www.ubereats.com/new-york/food-delivery/koko-wings-east-village/XEoanbXcS1aEtOuMEkp05g,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10009', 'addressCountry': 'US', 'streetAddress': '192 1st Avenue'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:15', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:45', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:45', 'closes': '15:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:45', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:45', 'closes': '15:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:45', 'closes': '22:30'}]"
Wally's Bagels,new-york,"['Breakfast &amp; Brunch', 'Sandwich', 'Coffee and Tea']",{},,"{'@type': 'GeoCoordinates', 'latitude': 40.743049, 'longitude': -73.996118}",+19172615428,https://www.ubereats.com/new-york/food-delivery/wallys-bagels/ps08UJS2RkmWR3zoSUYZrg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10012', 'addressCountry': 'US', 'streetAddress': '197 7th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '7:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '7:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '7:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '7:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '7:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '7:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '7:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '7:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '7:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '7:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '7:0', 'closes': '19:0'}]"
Sunrise Mart Soho,new-york,"['Japanese', 'Asian', 'Sushi']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7232762, 'longitude': -74.0025526}",+19176795983,https://www.ubereats.com/new-york/food-delivery/sunrise-mart-soho/7ZHpRXGdSHyp_F0q7jDCvw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013-2213', 'addressCountry': 'US', 'streetAddress': '494 Broome St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '17:30'}]"
Melt Shop - Hell's Kitchen,new-york,"['Sandwich', 'Salads', 'Burgers', 'American', 'Vegetarian Friendly', 'Family Meals']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '168'}",$$,"{'@type': 'GeoCoordinates', 'latitude': 40.7639193, 'longitude': -73.9852801}",+16467818400,https://www.ubereats.com/new-york/food-delivery/melt-shop-hells-kitchen/Cl0MjSuYRnCEuYp5mnCp-w,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '877 8th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:30'}]"
STK Downtown,new-york,"['Steak', 'American']","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '30'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7397905, 'longitude': -74.0072722}",+16466242444,https://www.ubereats.com/new-york/food-delivery/stk-downtown/Xl5gCIbISSyubwhBMKInYA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10014', 'addressCountry': 'US', 'streetAddress': '26 Little West 12th Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '15:0', 'closes': '22:0'}]"
South Of The Clouds 云之南,new-york,"['Noodles', 'Chinese', 'Asian']","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '44'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7325844, 'longitude': -73.9974629}",+12128889653,https://www.ubereats.com/new-york/food-delivery/south-of-the-clouds-%E4%BA%91%E4%B9%8B%E5%8D%97/0jnJLI6NQvykEH9nWQLdzg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': '16 W 8th St', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '16 W 8th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '20:30'}]"
Blue Seafood Pizza and Grill,new-york,"['Pizza', 'American', 'Italian']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7668766, 'longitude': -73.9861939}",+12127577511,https://www.ubereats.com/new-york/food-delivery/blue-seafood-pizza-and-grill/f-6Oyg-UQeWezmCVpwnOfg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10019', 'addressCountry': 'US', 'streetAddress': '856 Ninth Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '16:0', 'closes': '22:0'}]"
The Little Beet Table (New York),new-york,"['Burgers', 'American', 'Sandwiches', 'Salads', 'Allergy Friendly', 'Vegetarian Friendly', 'Healthy', 'Family Meals']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.74111, 'longitude': -73.9853445}",+12124663330,https://www.ubereats.com/new-york/food-delivery/the-little-beet-table-new-york/04V04UjQRNC8REynrEDozQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10010', 'addressCountry': 'US', 'streetAddress': '333 Park Ave S'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:45'}]"
Greenwich Street Tavern,new-york,"['Burgers', 'American', 'Sandwiches']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7208566, 'longitude': -74.0097969}",+12123347827,https://www.ubereats.com/new-york/food-delivery/greenwich-street-tavern/HolMLEUXRimOBQf2VLKkow,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '399 Greenwich St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '11:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '15:0'}]"
Fabio Cucina Italiana,new-york,['Italian'],{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.756597, 'longitude': -73.969202}",+12126885200,https://www.ubereats.com/new-york/food-delivery/fabio-cucina-italiana/4XOYmKLQSaG0SGYHpZivOA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10022', 'addressCountry': 'US', 'streetAddress': '214 E 52nd St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '12:30', 'closes': '14:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '21:30'}]"
Tacombi - Empire,new-york,"['Mexican', 'Latin American', 'Comfort Food']","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7483323, 'longitude': -73.9864596}",+12129675555,https://www.ubereats.com/new-york/food-delivery/tacombi-empire/jIUv3I7ETYWL8LSyxGs6Lw,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:45', 'closes': '21:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:45', 'closes': '22:45'}]"
Shinsen,new-york,['Japanese: Sushi'],"{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '23'}",$$,"{'@type': 'GeoCoordinates', 'latitude': 40.71566019999999, 'longitude': -73.9969085}",+13476885404,https://www.ubereats.com/new-york/food-delivery/shinsen/HjEpWwvYRO-FC9lQrPg2xA,"{'@type': 'PostalAddress', 'addressLocality': 'New York City', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '44 Bowery'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '16:0', 'closes': '21:0'}]"
3Guys - UES,new-york,"['Sandwich', 'Salads', 'Breakfast and Brunch', 'Desserts']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.774137, 'longitude': -73.964082}",+12126288108,https://www.ubereats.com/new-york/food-delivery/3guys-ues/dY1NCTBLTWCIwIsHu1y0UQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10021', 'addressCountry': 'US', 'streetAddress': '960 Madison Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '19:30'}]"
Izzie's Cheesesteaks,new-york,"['Sandwiches', 'American', 'Healthy', 'Comfort Food', 'Burgers']","{'@type': 'AggregateRating', 'ratingValue': 4, 'reviewCount': '52'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7198377, 'longitude': -73.9849542}",+16468508636,https://www.ubereats.com/new-york/food-delivery/izzies-cheesesteaks/BzKhVrW1RMaHLycoTh-Diw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '47 Clinton St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:30', 'closes': '23:0'}]"
Baxter St. Cafe,new-york,"['Coffee &amp; Tea', 'American']",{},,"{'@type': 'GeoCoordinates', 'latitude': 40.7182839, 'longitude': -73.99907929999999}",+19292693177,https://www.ubereats.com/new-york/food-delivery/baxter-st-cafe/XM40qYwBRVWknHVKs3Mr9Q,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '128 Baxter St Ground floor'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '9:0', 'closes': '15:0'}]"
Meet Fresh (New York),new-york,"['Chinese', 'Desserts']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '108'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.728006, 'longitude': -73.990655}",+16463719011,https://www.ubereats.com/new-york/food-delivery/meet-fresh-new-york/4GxBeZK5RFSxx9Tmeitblw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '37 Cooper Sq'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '20:0'}]"
IHOP (235-237 E. 14Th Street),new-york,"['American', 'Breakfast and Brunch', 'burger', 'Comfort Food', 'Dinner', 'Omelette', 'salad', 'Traditional American', 'Family Meals']","{'@type': 'AggregateRating', 'ratingValue': 4.2, 'reviewCount': '500'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.732925, 'longitude': -73.98550829999999}",+12123881499,https://www.ubereats.com/new-york/food-delivery/ihop-235-237-e-14th-street/uaC1jTzSRCOu0etxNtTPlQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '235-237 E. 14Th Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '23:49'}]"
Akdeniz Mediterranean Restaurant - Midtown West,new-york,"['Seafood', 'Sandwich', 'Mediterranean', 'Salads', 'Turkish']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.756253, 'longitude': -73.980112}",+12125752307,https://www.ubereats.com/new-york/food-delivery/akdeniz-mediterranean-restaurant-midtown-west/z2bu5JfrShuKGeQfEIjfAQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '19 W 46th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '21:0'}]"
Shopsin's - LES,new-york,"['Diner', 'Burgers', 'Breakfast and Brunch']",{},$$$,"{'@type': 'GeoCoordinates', 'latitude': 40.719344, 'longitude': -73.987515}",+19179074506,https://www.ubereats.com/new-york/food-delivery/shopsins-les/tPOxDKv3TfGegvM9W2Nn-g,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '120 Essex St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '9:0', 'closes': '14:0'}]"
Jisu Vegetarian Restaurant,new-york,"['Burgers', 'Noodles', 'BBQ']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7161006, 'longitude': -73.9951758}",+12124701342,https://www.ubereats.com/new-york/food-delivery/jisu-vegetarian-restaurant/okzfkl_tRkWBB3D_tiDdMw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '125 Canal St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '22:0'}]"
Kahve Coffee- 10th Ave,new-york,"['Coffee and Tea', 'Cafe', 'Desserts']","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '24'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.762817, 'longitude': -73.993499}",+16466494503,https://www.ubereats.com/new-york/food-delivery/kahve-coffee-10th-ave/hz5_a_UESMyVEE-P4VRO1g,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '667 10th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '18:0'}]"
