name,city,cuisine,rating,price_range,coordinates,phone,url,address,opening_hours
Dunkin' (166 W 72nd St),new-york,"['Breakfast and Brunch', 'Donuts']","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '19'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7781931, 'longitude': -73.9812185}",+16467679048,https://www.ubereats.com/new-york/food-delivery/dunkin-166-w-72nd-st/qxS36YBMRiSkrkJJniHNVQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10023', 'addressCountry': 'US', 'streetAddress': '166 W 72nd St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '6:30', 'closes': '19:0'}]"
McDonald's® - Flatiron (686 6th Ave),new-york,"['American', 'Fast Food', 'Burgers']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '51'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.741912, 'longitude': -73.993202}",+12126040621,https://www.ubereats.com/new-york/food-delivery/mcdonalds-flatiron-686-6th-ave/l9GAKMzbRcO7MkPyGTZm_g,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10010', 'addressCountry': 'US', 'streetAddress': '686 6th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '10:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '16:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:0', 'closes': '21:15'}]"
El Castillo de Jagua 2,new-york,"['Caribbean', 'Seafood', 'Latin American']","{'@type': 'AggregateRating', 'ratingValue': 4.2, 'reviewCount': '35'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7143748, 'longitude': -73.98183209999999}",+13476058117,https://www.ubereats.com/new-york/food-delivery/el-castillo-de-jagua-2/sz5SfaJRRj-qkrL-NirRYA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '521 Grand St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '12:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '12:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '10:30', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '8:0', 'closes': '12:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '8:0', 'closes': '12:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '8:0', 'closes': '12:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '8:0', 'closes': '12:0'}]"
A&ampC Kitchen,new-york,"['Chinese: Other', 'American', 'Sandwich']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.72495249999999, 'longitude': -73.9778652}",+13475854648,https://www.ubereats.com/new-york/food-delivery/a%26c-kitchen/OyV0pRRCTV6u-oN1B6QOiw,"{'@type': 'PostalAddress', 'addressLocality': 'New York City', 'addressRegion': 'NY', 'postalCode': '10009', 'addressCountry': 'US', 'streetAddress': '136 Avenue C, Store A'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '16:0'}]"
sweetgreen (Bryant Park),new-york,"['Healthy', 'Salads']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '368'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.754673, 'longitude': -73.9828572}",,https://www.ubereats.com/new-york/food-delivery/sweetgreen-bryant-park/7cnA431aSJq2i-dP-tjCjg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '1114 6th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:30', 'closes': '20:0'}]"
Leo’s Bagels,new-york,"['Breakfast and Brunch', 'Sandwich', 'Salads', 'Desserts']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '179'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.704998, 'longitude': -74.009625}",+12127854700,https://www.ubereats.com/new-york/food-delivery/leos-bagels/yWYPv0ObSsK7uVN5qEpN_A,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10005', 'addressCountry': 'US', 'streetAddress': '3 Hanover Square'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '7:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '7:0', 'closes': '14:0'}]"
Sophie's Cuban Cuisine - 23rd Street,new-york,"['Cuban', 'Sandwich', 'Salads']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '236'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.740559, 'longitude': -73.98780579999999}",+12122608884,https://www.ubereats.com/new-york/food-delivery/sophies-cuban-cuisine-23rd-street/WC98_mZBTKiKwHous0S1TQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10010', 'addressCountry': 'US', 'streetAddress': '28 E 23rd St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:0', 'closes': '19:30'}]"
Indi Thai,new-york,"['Indian', 'Vegetarian Friendly', 'Seafood']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.71985, 'longitude': -73.990415}",+12127290578,https://www.ubereats.com/new-york/food-delivery/indi-thai/wRYWQnADRWCGL98eOGR4wA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '123 Allen St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '22:30'}]"
Jajaja - West Village,new-york,"['Mexican', 'Latin American', 'New Mexican']","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '24'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.72981123120493, 'longitude': -74.00457377173683}",+19174727880,https://www.ubereats.com/new-york/food-delivery/jajaja-west-village/SV6-qJJ4SP6GZDNcWZ4koA,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '22:30'}]"
The Wooly Foods &amp Spirits,new-york,"['American', 'New American', 'Chicken', 'Alcohol']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7122875, 'longitude': -74.00844529999999}",+12125712930,https://www.ubereats.com/new-york/food-delivery/the-wooly-foods-%26-spirits/xo1h9pzMRFCDOQS9kFgfVg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10007', 'addressCountry': 'US', 'streetAddress': '9 Barclay St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:0'}]"
Starbucks® (15th &amp 7th),new-york,"['Cafe', 'Coffee &amp; Tea', 'Breakfast and Brunch', 'Bakery']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7392382, 'longitude': -73.99947259999999}",+19175760691,https://www.ubereats.com/new-york/food-delivery/starbucks-15th-%26-7th/Z9BI2DC2S9GL9REtC1khLQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '74 7th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '18:0'}]"
Chipotle Mexican Grill (25 W 45Th St),new-york,"['Healthy', 'Mexican']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7561364, 'longitude': -73.9806852}",+12123912081,https://www.ubereats.com/new-york/food-delivery/chipotle-mexican-grill-25-w-45th-st/nC1INxElS5G3_-lyG9i3hA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '25 W 45Th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:45', 'closes': '21:40'}]"
Shuhanju Chinese Restaurant 蜀汉居,new-york,"['Chinese', 'Asian', 'Chicken']","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '106'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7356007, 'longitude': -73.99845049999999}",+12124288800,https://www.ubereats.com/new-york/food-delivery/shuhanju-chinese-restaurant-%E8%9C%80%E6%B1%89%E5%B1%85/rkUcGAQITBmD4REgiwY5fg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '465 6th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '16:0'}]"
Madison &amp Vine,new-york,"['Burgers', 'American', 'Sandwiches']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7521704, 'longitude': -73.9795322}",+12128675535,https://www.ubereats.com/new-york/food-delivery/madison-%26-vine/T80jDaajQQGhEZ_a28igqA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10017', 'addressCountry': 'US', 'streetAddress': '299 Madison Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '1:30', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:30', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '1:30', 'closes': '16:0'}]"
Tramonti Fifth Ave,new-york,"['Italian', 'Pasta', 'Comfort Food']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.74475040000001, 'longitude': -73.9877156}",+16319432335,https://www.ubereats.com/new-york/food-delivery/tramonti-fifth-ave/9OrhyEYXTgqm21n6w-Rm4Q,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '2 W 28th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:30', 'closes': '23:59'}]"
Heros &amp Villains,new-york,"['Sandwiches', 'American', 'Burgers']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7182408, 'longitude': -73.988107}",+15165829347,https://www.ubereats.com/new-york/food-delivery/heros-%26-villains/yFC7CnEtQOS0yixsV_mE2g,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '88 Essex Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:0'}]"
Pinkberry (2041 Broadway ),new-york,"['Ice Cream &amp; Frozen Yogurt', 'Comfort Food', 'Desserts']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '35'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7776562, 'longitude': -73.9827415}",+12125803410,https://www.ubereats.com/new-york/food-delivery/pinkberry-2041-broadway/hE7pQEV9QOOqq-hUimxmWA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10023', 'addressCountry': 'US', 'streetAddress': '2041 Broadway'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '22:0'}]"
Ray's Candy Store,new-york,"['Desserts', 'Fast Food', 'Comfort Food']","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '215'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.726303699999995, 'longitude': -73.98362829999999}",+12125057609,https://www.ubereats.com/new-york/food-delivery/rays-candy-store/nv_yCWySS0W_qBF7qjf55A,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10009', 'addressCountry': 'US', 'streetAddress': '113 Avenue A'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '4:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '16:0', 'closes': '23:59'}]"
Best Wingers (Delancey St),new-york,"['Wings', 'Sandwich', 'Burgers']","{'@type': 'AggregateRating', 'ratingValue': 4.1, 'reviewCount': '61'}",$$,"{'@type': 'GeoCoordinates', 'latitude': 40.71792, 'longitude': -73.985046}",+16468827370,https://www.ubereats.com/new-york/food-delivery/best-wingers-delancey-st/sGkW62mlSIGw32yHeRH1HQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '174 Delancey St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '14:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:45', 'closes': '22:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '16:45', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '16:45', 'closes': '22:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '12:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '16:45', 'closes': '22:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '12:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '16:45', 'closes': '1:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '12:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:45', 'closes': '1:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '14:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:45', 'closes': '1:45'}]"
Rivoli Pizza,new-york,"['Pizza', 'Comfort Food']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7359906, 'longitude': -74.0017026}",+12126912704,https://www.ubereats.com/new-york/food-delivery/rivoli-pizza/Tf2tXQd-STKtcJmfyYDugw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10014', 'addressCountry': 'US', 'streetAddress': '176 7th Ave S'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '23:0'}]"
The Pho,new-york,"['Asian', 'Asian Fusion', 'Vietnamese', 'Noodles']","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '40'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7398304, 'longitude': -73.98498099999999}",+12122560768,https://www.ubereats.com/new-york/food-delivery/the-pho/sFR4ff2sQLi4BjHWQE-Vhg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10010', 'addressCountry': 'US', 'streetAddress': '127 E 23rd St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:30', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '20:30'}]"
Healthy Salad Shop,new-york,"['Salads', 'Healthy', 'Vegan Friendly', 'Vegetarian Friendly', 'Gluten Free Friendly', 'Mediterranean']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.75157349999999, 'longitude': -73.970671}",+19179081085,https://www.ubereats.com/new-york/food-delivery/healthy-salad-shop/wuqNZn8dTXiHG6UaQ3dL2A,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10017', 'addressCountry': 'US', 'streetAddress': '844 2nd Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '11:59'}]"
McDonald's® - Madison Square Garden (7th Ave &amp 33rd),new-york,"['American', 'Fast Food', 'Burgers']","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '53'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.750544, 'longitude': -73.990724}",+12127367890,https://www.ubereats.com/new-york/food-delivery/mcdonalds-madison-square-garden-7th-ave-%26-33rd/VVyxLQxmQrK3Z9dlkZ0-bA,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '5:0', 'closes': '10:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '16:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:0', 'closes': '4:59'}]"
Unagi Aburi Ittetsu,new-york,['Japanese: Other'],{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.72085440000001, 'longitude': -73.99601229999999}",+12122572335,https://www.ubereats.com/new-york/food-delivery/unagi-aburi-ittetsu/JdBOVywgQxSNFObNTaosNw,"{'@type': 'PostalAddress', 'addressLocality': 'New York City', 'addressRegion': 'NY', 'postalCode': '10012', 'addressCountry': 'US', 'streetAddress': '60 Kenmare St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '14:0'}]"
Fresno Gourmet Deli 2,new-york,"['Burgers', 'American', 'Sandwiches']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7216549, 'longitude': -73.9809494}",+19179751634,https://www.ubereats.com/new-york/food-delivery/fresno-gourmet-deli-2/h_i-AlVfS5ifUrY7qbNZCA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10009', 'addressCountry': 'US', 'streetAddress': '31 Avenue C'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '12:0'}]"
